order_date,ship_date,category,subcategory,sales_amount,quantity,discount,customer_region,is_returned
2025-03-01,2025-03-06,Home,Furniture,1873.53,74,0.4530,South,0
2024-02-23,2024-03-01,Sports,Water Sports,3291.87,55,,North,0
2021-09-15,2021-09-20,Sports,Fitness,3583.08,55,0.3145,East,0
2022-09-07,2022-09-11,Toys,Building Blocks,1023.30,93,0.2231,West,0
2024-10-25,2024-11-04,Toys,Building Blocks,2568.50,27,0.3600,North,0
2021-02-23,2021-03-03,Books,Textbook,4170.71,31,0.4875,North,0
2022-08-11,2022-08-18,Sports,Team Sports,4574.63,86,0.1043,North,0
2023-03-31,2023-04-01,Clothing,Jacket,4987.99,85,0.0925,West,0
2020-12-27,2021-01-05,Electronics,Headphones,3356.74,78,0.2664,South,0
2020-10-03,2020-10-10,Toys,Board Games,4474.55,5,0.3461,South,0
2023-02-23,2023-02-24,Electronics,Headphones,1405.48,61,0.1948,North,0
2021-03-21,2021-03-28,Toys,Building Blocks,714.74,52,0.1822,South,0
2025-04-19,2025-04-25,Clothing,Dress,1989.73,42,0.2325,South,0
2023-05-09,2023-05-10,Clothing,Jacket,-21.00,66,0.4497,East,0
2021-10-21,2021-10-22,Sports,Team Sports,1343.74,65,0.3738,East,0
2023-11-13,2023-11-19,Sports,Water Sports,1475.45,13,0.2437,South,0
2024-12-26,2025-01-02,Books,Non-Fiction,4950.17,31,0.0052,North,0
2025-07-27,2025-08-04,Electronics,Phone,4918.26,98,0.2184,South,0
2022-09-23,2022-10-02,Toys,Board Games,58.75,67,0.0352,West,0
2020-06-02,2020-06-12,Books,Textbook,1836.08,45,0.1095,West,0
2021-10-04,2021-10-07,Clothing,Dress,1525.50,79,0.3834,South,0
2022-02-15,2022-02-22,Toys,Building Blocks,4689.44,11,0.2919,East,0
2020-06-19,2020-06-29,Books,Fiction,4199.00,27,0.0560,South,0
2020-09-17,2020-09-26,Clothing,Jacket,4138.94,88,0.3974,West,0
2022-07-27,2022-08-05,Toys,Action Figures,4445.10,65,0.4696,North,0
2020-01-31,2020-02-09,Sports,Outdoor,4323.19,25,0.2855,East,0
2021-09-05,2021-09-14,Sports,Water Sports,3070.17,71,0.1362,North,0
2020-03-04,2020-03-09,Toys,Action Figures,941.87,7,0.1864,East,0
2025-09-21,2025-09-24,Books,Textbook,4633.73,48,0.0034,East,1
2023-06-18,2023-06-21,Home,Lighting,3367.21,43,0.1974,West,0
2024-03-15,2024-03-16,Books,Comics,4173.79,83,0.2289,West,0
2023-09-12,2023-09-16,Books,Non-Fiction,1548.83,60,0.2835,West,0
2020-06-19,2020-06-29,Sports,Outdoor,4042.06,16,0.2278,South,0
2023-01-19,2023-01-24,Books,Fiction,412.49,81,0.0654,West,0
2024-09-02,2024-09-11,Sports,Outdoor,4282.77,79,0.2686,North,0
2021-02-04,2021-02-05,Home,Bedding,4003.02,24,0.1321,International,0
2021-09-20,2021-09-27,Home,Lighting,3742.11,71,0.0248,South,0
2024-01-15,2024-01-19,Toys,Building Blocks,4162.54,7,0.4266,East,0
2023-01-09,2023-01-17,Clothing,Jacket,256.12,80,0.3562,International,0
2023-01-26,2023-01-28,Toys,Board Games,3176.66,15,0.1355,West,0
2024-07-22,2024-07-24,Electronics,Camera,2039.30,19,0.1954,East,0
2024-01-22,2024-01-29,Home,Bedding,2486.44,78,0.1761,East,0
2020-07-05,2020-07-09,Clothing,Pants,4175.39,49,0.1347,South,0
2023-06-22,2023-06-25,Toys,Board Games,1097.44,8,0.3759,East,0
2022-04-02,2022-04-06,Electronics,Tablet,555.28,1,0.2534,North,0
2025-04-28,2025-05-02,Clothing,Dress,1141.05,96,0.3818,South,0
2020-11-07,2020-11-16,Toys,Dolls,4945.90,35,0.0601,East,0
2023-07-10,2023-07-15,Sports,Water Sports,-43.00,62,0.3142,South,0
2021-03-03,2021-03-13,Sports,Water Sports,632.28,95,0.0747,South,0
2021-05-24,2021-05-26,Electronics,Camera,638.94,17,0.2160,North,0
2023-06-28,2023-06-30,Toys,Puzzles,4161.66,33,0.0587,North,0
2023-06-07,2023-06-10,Home,Kitchen,-54.00,13,0.4704,International,0
2021-03-23,2021-03-27,Books,Textbook,2593.36,0,0.0359,International,0
2025-07-05,2025-07-11,Toys,Board Games,4785.71,14,0.1792,North,1
2023-02-19,2023-02-23,Toys,Puzzles,4361.56,51,0.0389,South,0
2025-10-20,2025-10-22,Electronics,Camera,2652.02,92,0.0977,South,0
2020-04-05,2020-04-12,Toys,Building Blocks,1188.15,49,0.1309,North,0
2021-05-24,2021-05-28,Sports,Fitness,3194.36,92,0.4039,East,0
2025-02-14,2025-02-24,Clothing,Pants,4157.43,84,0.0224,North,0
2020-07-15,2020-07-18,Home,Lighting,4555.27,27,0.3969,North,0
2023-11-09,2023-11-15,Clothing,Jacket,1740.13,56,0.2104,South,0
2024-04-04,2024-04-12,Electronics,Laptop,0.00,34,0.1212,East,0
2024-05-03,2024-05-07,Home,Furniture,3588.76,98,0.1804,West,0
2023-03-27,2023-04-06,Clothing,Shoes,2608.04,60,0.3080,North,0
2023-07-31,2023-08-03,Toys,Puzzles,1400.87,23,0.3113,South,0
2025-02-20,2025-03-01,Home,Lighting,1672.32,69,0.2452,South,0
2024-09-30,,Home,Lighting,1234.49,90,0.2465,North,0
2022-05-11,2022-05-15,Sports,Team Sports,3382.73,97,0.1443,North,0
2025-09-05,2025-09-14,Toys,Action Figures,1864.52,5,0.0961,East,0
2023-10-31,2023-11-06,Sports,Outdoor,4925.12,54,0.0106,West,0
2024-11-06,2024-11-09,Toys,Building Blocks,519.01,100,0.4457,East,0
2020-03-11,2020-03-12,Toys,Board Games,3581.55,44,0.0533,East,0
2021-01-30,2021-02-04,Books,Non-Fiction,4678.04,30,0.2062,North,0
2021-06-06,2021-06-12,Electronics,Tablet,631.93,63,0.2203,South,0
2025-08-10,2025-08-12,Electronics,Laptop,1499.58,23,0.1966,East,0
2023-10-15,2023-10-22,Home,Bedding,949.50,44,0.2838,South,0
2022-10-10,2022-10-16,Clothing,Pants,4697.02,56,0.0808,East,0
2024-04-09,2024-04-19,Electronics,Phone,3801.65,66,0.0392,West,0
2024-03-08,2024-03-15,Electronics,Headphones,1094.45,14,0.4991,East,0
2021-05-20,2021-05-25,Sports,Team Sports,4816.46,90,0.0181,East,0
2023-03-30,2023-04-08,Electronics,Tablet,4494.25,27,0.1014,South,0
2025-04-23,2025-04-30,Electronics,Phone,4048.34,48,0.4167,East,0
2023-01-05,2023-01-12,Clothing,Shirt,430.31,33,0.1034,North,0
2024-07-06,2024-07-07,Sports,Team Sports,341.31,27,0.4991,East,0
2021-08-12,2021-08-21,Books,Textbook,2744.55,78,0.1659,East,1
2025-11-05,2025-11-15,Home,Kitchen,3711.52,91,0.4666,South,0
2024-11-09,,Electronics,Headphones,2762.27,7,0.4364,North,0
2021-04-17,2021-04-18,Home,Furniture,1749.80,91,0.1331,West,0
2023-01-22,2023-01-29,Sports,Outdoor,867.08,58,0.3460,International,0
2022-06-16,2022-06-23,Sports,Outdoor,,33,0.4772,South,0
2025-01-31,2025-02-07,Home,Bedding,3132.45,56,0.0885,North,0
2021-02-04,2021-02-11,Toys,Building Blocks,4419.77,69,0.4021,North,0
2020-01-07,2020-01-08,Clothing,Shirt,1796.16,88,0.0387,East,0
2025-04-05,2025-04-11,Home,Kitchen,2996.80,999,0.4491,North,0
2022-08-23,2022-08-29,Books,Comics,700.40,42,0.1136,West,0
2020-01-31,2020-02-07,Clothing,Pants,4581.84,31,0.0502,South,0
2021-01-09,2021-01-14,Toys,Dolls,2167.46,39,0.0088,East,0
2020-04-30,2020-05-07,Clothing,Dress,4100.92,64,0.2005,East,0
2024-09-11,2024-09-14,Sports,Outdoor,687.01,42,0.4154,South,0
2025-09-26,2025-10-06,Sports,Team Sports,2984.48,57,0.2749,West,0
2022-06-25,,Home,Kitchen,4773.45,19,0.3460,North,0
2020-11-08,2020-11-17,Home,Bedding,2268.20,14,0.0709,North,0
2020-03-26,2020-04-01,Clothing,Dress,3146.39,53,0.0836,East,0
2021-09-17,2021-09-22,Sports,Fitness,1021.47,66,0.3839,North,0
2024-11-10,2024-11-17,Books,Textbook,980.47,12,0.1031,South,0
2021-06-27,,Books,Non-Fiction,4306.18,73,0.1483,West,0
2023-03-05,2023-03-13,Toys,Board Games,4873.61,27,0.2916,West,0
2023-08-29,2023-09-01,Sports,Outdoor,2297.51,52,0.3893,South,0
2020-02-14,2020-02-17,Toys,Dolls,3661.27,58,0.0230,South,0
2025-08-29,2025-09-02,Home,Furniture,2418.37,94,0.3672,South,1
2020-11-16,2020-11-19,Clothing,Shirt,3130.37,82,0.1653,North,0
2021-02-02,2021-02-10,Sports,Outdoor,3949.10,95,0.1113,East,0
2024-01-11,2024-01-21,Electronics,Laptop,2353.28,70,0.2289,East,0
2021-10-06,2021-10-09,Books,Comics,0.00,38,0.2966,South,0
2024-04-18,2024-04-27,Books,Textbook,997.79,20,0.1911,North,0
2020-09-21,2020-09-30,Home,Bedding,874.15,11,0.0050,West,0
2020-01-20,2020-01-25,Toys,Puzzles,2753.06,10,0.3165,North,0
2024-08-07,,Clothing,Pants,2861.58,37,0.4235,North,0
2021-11-30,2021-12-01,Books,Fiction,4882.55,98,0.3981,West,0
2024-08-03,2024-08-06,Electronics,Headphones,3707.48,15,0.3274,East,0
2024-10-18,2024-10-24,Clothing,Pants,391.53,53,0.0876,South,0
2023-10-02,2023-10-11,Toys,Puzzles,4014.35,64,0.4967,North,0
2021-04-30,2021-05-09,Books,Textbook,4117.27,80,0.4509,West,0
2020-08-29,2020-09-04,Clothing,Jacket,2759.06,16,0.0266,East,0
2023-03-14,2023-03-20,Books,Fiction,1992.08,76,,North,0
2023-01-13,2023-01-20,Electronics,Camera,2480.94,7,0.0475,North,0
2022-01-07,2022-01-15,Books,Textbook,4270.29,69,0.2493,West,0
2024-12-22,2024-12-27,Sports,Fitness,4949.39,24,0.0823,South,0
2021-01-21,2021-01-24,Clothing,Shirt,470.86,95,0.1370,East,0
2023-04-25,2023-04-28,Home,Lighting,1113.11,97,,East,0
2020-03-28,2020-04-01,Electronics,Camera,315.30,47,0.0433,South,0
2020-06-28,2020-07-06,Clothing,Shirt,,14,0.3617,South,0
2023-01-01,2023-01-02,Books,Textbook,641.13,67,0.4427,West,0
2025-09-27,2025-10-02,Electronics,Camera,1639.58,40,0.2306,South,0
2020-12-05,2020-12-08,Clothing,Jacket,-26.00,1,0.4843,South,0
2023-04-21,2023-05-01,Electronics,Headphones,-44.00,50,0.4119,West,0
2024-03-19,2024-03-28,Clothing,Shoes,2572.85,93,0.3276,North,0
2023-06-02,2023-06-04,Books,Fiction,4160.19,45,0.4534,West,0
2023-02-13,2023-02-19,Electronics,Headphones,569.51,16,0.4686,South,0
2020-03-14,2020-03-23,Electronics,Camera,1842.44,81,0.0929,East,1
2024-08-03,2024-08-10,Clothing,Dress,3564.72,31,0.4359,West,0
2025-10-03,2025-10-12,Sports,Team Sports,3459.08,25,0.4096,East,0
2022-04-16,2022-04-24,Home,Kitchen,4132.67,89,,North,0
2022-09-11,,Clothing,Jacket,,0,0.4066,East,0
2024-09-17,2024-09-18,Home,Bedding,4379.43,95,,West,0
2023-12-12,2023-12-13,Books,Comics,723.67,95,0.0035,North,0
2024-05-20,2024-05-30,Clothing,Shoes,972.58,35,0.2704,East,0
2024-04-07,2024-04-11,Clothing,Shoes,4834.01,59,0.2288,East,0
2022-01-28,2022-01-31,Toys,Dolls,1794.00,70,0.2311,East,0
2020-12-26,2020-12-29,Sports,Team Sports,2366.84,69,0.2362,North,0
2023-10-16,2023-10-25,Electronics,Tablet,3994.74,93,0.2664,South,0
2024-04-27,2024-04-29,Books,Textbook,2311.89,36,0.0403,West,0
2021-11-20,2021-11-29,Electronics,Laptop,4924.60,70,0.4644,South,0
2023-06-26,2023-06-30,Electronics,Tablet,4635.67,53,0.2408,South,0
2022-07-19,2022-07-25,Clothing,Shirt,3279.96,32,0.0893,East,0
2020-09-14,2020-09-24,Sports,Fitness,2441.01,86,0.3909,West,0
2025-04-18,2025-04-28,Toys,Board Games,3169.56,65,0.4119,East,0
2023-02-16,2023-02-22,Books,Comics,1084.78,52,0.0815,South,0
2025-05-30,2025-06-09,Sports,Water Sports,1738.78,76,0.1717,North,0
2020-04-05,2020-04-12,Electronics,Laptop,1917.36,48,0.4480,West,0
2025-07-28,2025-07-29,Home,Lighting,2707.97,72,0.3503,North,0
2023-08-05,2023-08-12,Clothing,Shoes,4713.87,1,0.1083,North,0
2023-02-17,2023-02-25,Toys,Building Blocks,1834.65,79,0.4678,North,0
2024-05-08,2024-05-13,Toys,Puzzles,3251.19,66,0.3641,North,0
2025-06-16,2025-06-22,Books,Textbook,2200.55,39,0.3879,South,0
2022-01-05,2022-01-08,Home,Kitchen,2801.87,52,0.0918,South,0
2025-11-05,2025-11-14,Books,Non-Fiction,3139.06,72,0.3326,South,0
2024-12-12,2024-12-14,Home,Lighting,974.40,57,0.4989,West,0
2022-01-03,2022-01-10,Books,Comics,2614.46,86,0.1414,West,0
2021-12-16,2021-12-22,Electronics,Tablet,2023.16,9,0.1309,East,1
2024-07-24,2024-07-26,Home,Furniture,327.76,87,0.3561,East,0
2021-05-28,2021-06-04,Sports,Water Sports,3941.32,33,0.2049,East,0
2020-08-05,2020-08-09,Electronics,Headphones,544.02,89,0.3460,North,0
2021-11-06,2021-11-13,Clothing,Shoes,779.34,95,0.3591,South,0
2025-01-26,2025-01-29,Clothing,Dress,3585.84,84,0.0251,North,0
2021-08-09,2021-08-18,Electronics,Tablet,1582.07,47,0.2429,East,0
2023-04-03,2023-04-05,Sports,Outdoor,3533.58,82,0.1951,North,0
2022-12-11,2022-12-20,Toys,Building Blocks,4066.79,18,0.3908,South,0
2023-07-16,2023-07-20,Toys,Puzzles,1304.51,79,0.1738,West,0
2020-04-29,2020-05-04,Toys,Board Games,282.74,55,0.3602,South,0
2023-09-20,2023-09-25,Toys,Building Blocks,4540.53,11,0.2650,West,0
2023-02-21,2023-02-25,Clothing,Shirt,2948.57,11,0.0190,East,0
2020-10-30,2020-11-01,Home,Furniture,169.92,14,0.3346,International,0
2021-11-07,2021-11-15,Clothing,Shoes,3076.30,27,0.4820,North,0
2024-10-31,2024-11-05,Electronics,Headphones,4776.11,40,0.4983,South,0
2022-06-16,2022-06-20,Electronics,Laptop,1776.38,58,0.4793,West,0
2025-05-24,2025-05-26,Clothing,Shirt,1395.34,79,0.0743,West,0
2023-01-16,2023-01-19,Clothing,Shirt,4710.87,67,0.3084,West,0
2022-04-23,2022-04-29,Electronics,Headphones,2258.16,64,0.3517,East,0
2022-02-02,2022-02-10,Home,Bedding,2196.17,15,0.3774,West,0
2024-08-27,2024-08-30,Toys,Dolls,3010.92,30,0.1399,North,0
2024-10-16,2024-10-17,Toys,Puzzles,0.00,72,0.2517,South,0
2025-05-04,2025-05-10,Clothing,Shoes,3172.89,50,0.0552,North,0
2020-01-28,2020-02-06,Clothing,Pants,2448.19,54,0.4454,East,0
2023-06-13,2023-06-23,Toys,Dolls,0.00,81,0.4108,North,0
2022-12-30,2022-12-31,Clothing,Pants,4311.59,66,0.3432,South,0
2020-01-17,2020-01-23,Electronics,Camera,222.15,74,0.1917,West,0
2020-07-20,2020-07-28,Toys,Building Blocks,4323.80,69,0.4044,East,0
2023-12-14,2023-12-18,Toys,Building Blocks,2099.38,52,0.3148,West,0
2025-08-20,2025-08-24,Home,Lighting,0.00,45,0.3444,East,0
2023-10-25,2023-11-02,Electronics,Headphones,4666.54,45,0.4538,West,0
2020-12-26,2021-01-01,Sports,Water Sports,2688.93,51,0.4662,East,0
2022-11-07,2022-11-08,Books,Fiction,,2,0.0549,South,0
2024-12-21,2024-12-22,Home,Kitchen,4060.53,24,0.4235,South,0
2022-07-02,2022-07-05,Clothing,Shoes,1184.21,15,0.0593,South,0
2025-07-15,2025-07-22,Books,Textbook,261.81,45,0.4262,South,0
2021-05-17,2021-05-21,Toys,Dolls,1038.51,86,0.1426,North,0
2021-06-09,2021-06-15,Books,Comics,1761.40,84,,International,0
2025-05-23,2025-05-27,Home,Lighting,1124.63,18,0.2456,West,0
2023-02-24,2023-02-26,Home,Bedding,447.32,92,0.3382,South,0
2021-03-23,2021-03-28,Toys,Puzzles,337.97,58,0.4205,North,0
2025-06-18,2025-06-19,Sports,Fitness,4132.86,24,0.1165,North,0
2020-06-04,2020-06-12,Toys,Action Figures,4622.06,91,0.0001,West,0
2020-03-31,2020-04-10,Home,Furniture,4320.65,95,0.0934,East,0
2021-06-15,2021-06-19,Electronics,Laptop,121.58,29,0.3455,International,0
2022-03-22,2022-04-01,Electronics,Tablet,2584.88,85,0.3234,East,0
2024-11-04,2024-11-11,Clothing,Dress,856.21,99,0.3800,West,0
2021-09-19,,Home,Bedding,304.72,71,0.1841,East,0
2022-10-03,2022-10-12,Home,Bedding,1458.40,70,0.0427,East,0
2022-02-02,2022-02-10,Books,Non-Fiction,244.94,88,0.0940,West,0
2025-08-17,2025-08-25,Electronics,Camera,43.77,23,0.4582,North,0
2022-06-15,2022-06-20,Books,Fiction,341.10,68,,East,0
2020-09-11,2020-09-14,Electronics,Laptop,2742.29,2,0.3633,West,0
2022-10-09,2022-10-11,Sports,Outdoor,2465.18,37,0.2241,North,0
2024-09-18,2024-09-23,Home,Bedding,502.30,82,0.4143,South,0
2022-04-25,2022-04-26,Books,Textbook,2956.85,60,0.3438,East,0
2022-01-28,2022-02-06,Sports,Fitness,1885.61,73,0.3175,West,0
2024-03-30,2024-04-09,Toys,Board Games,2874.59,21,0.4890,North,0
2025-01-29,2025-02-05,Sports,Fitness,3958.36,94,0.4199,East,0
2025-01-16,2025-01-24,Books,Textbook,4030.55,6,0.1591,East,0
2024-08-12,2024-08-16,Toys,Action Figures,1201.63,37,0.4633,North,0
2021-12-20,2021-12-21,Books,Comics,2727.67,34,0.0015,East,0
2024-01-12,2024-01-15,Clothing,Shirt,3194.56,57,0.2919,International,0
2025-09-11,2025-09-14,Toys,Board Games,1675.01,64,0.3783,International,0
2020-08-13,2020-08-21,Toys,Building Blocks,351.49,77,0.0051,East,0
2021-06-05,2021-06-10,Clothing,Shirt,2465.40,59,,South,0
2023-03-14,2023-03-17,Toys,Dolls,1587.82,31,0.2112,East,0
2020-07-11,2020-07-18,Toys,Puzzles,64.07,21,0.2462,North,0
2020-12-07,2020-12-14,Sports,Outdoor,3387.82,66,0.2324,North,0
2020-01-30,2020-01-31,Home,Bedding,2583.42,86,0.0749,East,0
2020-11-18,2020-11-24,Clothing,Shirt,1930.10,82,0.1190,International,0
2021-01-03,2021-01-09,Books,Textbook,4034.78,32,0.4668,West,0
2023-10-25,2023-11-04,Home,Furniture,2036.81,26,0.1163,South,0
2024-08-14,2024-08-19,Sports,Team Sports,4497.53,84,,East,0
2020-12-24,,Books,Textbook,2140.74,100,0.2427,North,0
2021-02-09,2021-02-14,Clothing,Dress,3856.69,41,0.4587,North,0
2020-03-11,2020-03-20,Sports,Team Sports,1899.30,20,0.1287,North,0
2024-07-12,2024-07-14,Home,Furniture,3280.89,23,0.4768,West,0
2023-02-21,2023-03-03,Clothing,Jacket,799.58,7,0.0475,South,0
2024-04-18,2024-04-22,Clothing,Pants,644.11,29,0.2762,East,0
2024-01-19,2024-01-22,Books,Fiction,3718.88,99,0.3865,North,0
2020-01-11,2020-01-20,Electronics,Headphones,3281.67,47,0.2469,North,0
2020-12-31,2021-01-01,Books,Comics,483.49,20,0.4730,South,0
2023-08-29,2023-09-04,Toys,Board Games,3562.12,59,0.3592,South,0
2023-12-21,2023-12-22,Sports,Fitness,3968.93,12,0.2146,West,0
2021-11-10,2021-11-15,Toys,Building Blocks,4065.69,25,0.2989,East,0
2020-01-17,2020-01-25,Clothing,Jacket,3586.03,18,0.1261,South,0
2024-11-07,2024-11-16,Clothing,Shoes,1264.36,18,0.3889,International,0
2023-02-21,2023-02-23,Books,Textbook,1372.71,45,0.1498,East,0
2020-05-17,2020-05-21,Books,Textbook,4180.79,97,0.3634,North,0
2021-05-01,2021-05-11,Toys,Building Blocks,4047.43,92,0.0604,South,0
2023-08-12,2023-08-13,Sports,Water Sports,874.71,25,0.2243,North,0
2021-05-26,2021-05-31,Home,Bedding,594.58,67,0.3424,East,0
2022-08-31,2022-09-09,Electronics,Tablet,116.44,65,0.2970,West,0
2025-10-08,2025-10-11,Clothing,Pants,0.00,76,0.0721,International,0
2023-11-16,2023-11-19,Sports,Team Sports,662.21,75,,East,0
2023-07-14,2023-07-22,Electronics,Laptop,689.60,60,0.3948,North,0
2025-09-30,2025-10-05,Toys,Action Figures,3951.47,22,0.2755,South,0
2025-03-31,2025-04-08,Books,Fiction,4482.20,19,0.0068,North,0
2025-09-20,2025-09-21,Toys,Building Blocks,1797.14,18,0.2551,South,0
2024-04-18,2024-04-23,Electronics,Laptop,522.97,48,0.4490,International,0
2022-08-19,2022-08-27,Books,Textbook,3369.06,3,0.0730,West,0
2024-10-11,2024-10-14,Toys,Puzzles,3441.69,85,0.2451,East,0
2023-10-05,2023-10-11,Home,Kitchen,2978.65,63,0.2908,West,0
2024-12-04,2024-12-06,Sports,Water Sports,4606.16,25,0.4074,North,0
2023-12-01,2023-12-06,Toys,Action Figures,,81,0.1603,North,0
2024-11-12,2024-11-17,Books,Non-Fiction,291.79,44,0.4291,West,0
2021-04-19,2021-04-24,Electronics,Camera,3123.57,50,0.2903,West,0
2021-04-26,2021-05-05,Books,Non-Fiction,1097.83,34,0.3823,North,0
2020-01-03,2020-01-05,Sports,Fitness,,72,0.1369,East,0
2023-01-16,2023-01-26,Clothing,Pants,3333.47,85,0.3209,South,0
2025-06-18,2025-06-20,Toys,Puzzles,2009.52,6,0.4491,West,0
2023-01-09,2023-01-14,Home,Bedding,242.96,5,0.2082,East,0
2023-08-27,2023-08-31,Books,Fiction,4797.68,50,0.3811,East,0
2022-08-31,2022-09-10,Sports,Fitness,2158.87,15,0.2237,South,1
2020-08-23,2020-08-29,Toys,Board Games,137.13,28,0.1447,South,0
2023-01-17,2023-01-26,Home,Bedding,2178.77,43,0.2823,East,0
2022-10-03,2022-10-10,Home,Lighting,629.81,81,0.4366,West,0
2022-09-03,2022-09-07,Clothing,Shirt,-20.00,16,0.2119,North,0
2022-10-19,2022-10-21,Sports,Outdoor,3113.76,95,0.2093,South,0
2024-01-25,2024-01-30,Electronics,Camera,2179.33,3,0.4349,North,0
2021-07-23,2021-07-29,Home,Lighting,2729.87,57,0.4891,West,0
2023-12-16,2023-12-26,Electronics,Camera,,85,0.0140,South,0
2020-03-28,2020-04-04,Home,Bedding,1876.98,54,0.2758,West,0
2025-02-13,2025-02-14,Sports,Outdoor,3717.75,90,0.1284,West,0
2023-05-03,2023-05-09,Clothing,Shirt,55.18,45,0.0329,International,0
2021-06-20,2021-06-24,Home,Bedding,3381.28,95,0.4372,West,0
2021-07-23,2021-07-27,Clothing,Shoes,1152.38,54,,North,0
2025-03-03,2025-03-05,Sports,Water Sports,3966.90,25,0.3971,North,0
2021-07-13,2021-07-22,Books,Fiction,3875.46,81,0.0258,North,0
2023-08-21,2023-08-28,Sports,Outdoor,3906.43,99,0.3982,North,0
2022-06-20,2022-06-29,Clothing,Shirt,896.75,95,0.2304,West,0
2022-03-02,2022-03-06,Sports,Fitness,761.85,91,0.2935,West,0
2022-11-03,2022-11-13,Home,Lighting,4973.79,56,0.2760,West,0
2025-10-04,2025-10-06,Electronics,Headphones,4395.29,63,0.4062,North,0
2020-12-24,2020-12-28,Clothing,Dress,398.98,10,0.1521,North,0
2023-11-01,2023-11-11,Sports,Team Sports,1725.68,14,0.0614,West,0
2021-07-12,2021-07-17,Electronics,Phone,2227.37,80,0.0864,South,0
2020-01-24,2020-02-01,Electronics,Phone,1562.46,85,0.3680,North,0
2023-12-27,2023-12-29,Electronics,Camera,4793.27,57,0.0044,East,0
2022-05-19,2022-05-22,Sports,Fitness,3495.02,99,0.4601,South,0
2022-10-02,2022-10-07,Electronics,Laptop,1664.41,6,0.1702,North,0
2024-05-04,2024-05-14,Books,Comics,3168.18,99,0.2646,East,0
2022-01-18,2022-01-23,Sports,Fitness,4644.34,53,0.3626,North,0
2024-11-19,2024-11-29,Home,Lighting,829.33,33,0.3813,South,0
2021-11-11,2021-11-21,Sports,Team Sports,4336.77,52,0.2546,South,0
2025-03-21,2025-03-26,Toys,Board Games,3993.62,86,0.2679,East,0
2025-11-21,2025-11-26,Home,Lighting,1319.75,48,0.3103,West,0
2021-01-16,2021-01-20,Home,Kitchen,1179.19,57,0.1408,South,0
2024-06-12,2024-06-18,Electronics,Phone,4603.46,93,0.0559,North,0
2022-05-01,2022-05-09,Books,Non-Fiction,1096.52,87,0.0132,West,1
2022-05-25,2022-05-31,Home,Lighting,2820.20,12,0.3916,East,0
2022-02-18,2022-02-27,Toys,Action Figures,4591.60,57,0.2502,East,0
2025-12-19,2025-12-21,Sports,Team Sports,1332.96,65,0.3848,South,0
2024-07-24,2024-07-27,Clothing,Shirt,893.99,65,0.4792,South,0
2023-06-03,2023-06-08,Home,Bedding,1025.97,38,0.3748,South,0
2022-09-26,2022-09-28,Toys,Puzzles,376.24,88,0.3235,South,0
2025-08-21,2025-08-27,Home,Furniture,2772.84,92,0.4986,North,0
2021-09-14,2021-09-19,Sports,Outdoor,2139.35,76,0.4101,North,1
2024-07-12,2024-07-19,Toys,Action Figures,4652.08,77,0.3316,East,0
2025-06-20,2025-06-23,Clothing,Dress,1756.69,15,0.1087,East,0
2023-09-23,2023-09-27,Clothing,Shirt,2153.38,8,0.3173,North,0
2024-11-15,2024-11-18,Home,Bedding,3638.40,43,0.3773,North,0
2025-07-15,2025-07-19,Clothing,Shirt,4845.81,84,0.3892,West,0
2023-08-21,2023-08-26,Home,Bedding,0.00,27,0.0269,North,0
2021-10-13,2021-10-23,Clothing,Jacket,2665.06,94,0.2032,East,0
2024-05-08,2024-05-14,Toys,Building Blocks,3621.71,37,0.3671,East,0
2020-05-11,2020-05-16,Home,Kitchen,2166.53,30,0.0089,East,0
2021-10-25,2021-10-31,Books,Textbook,1476.07,57,0.4979,East,0
2024-12-18,2024-12-20,Books,Fiction,133.39,34,0.4121,North,0
2025-01-05,2025-01-13,Toys,Puzzles,3402.62,67,0.4074,East,0
2023-12-01,2023-12-04,Electronics,Tablet,3232.54,99,0.3143,East,0
2024-06-18,2024-06-25,Toys,Building Blocks,3905.68,75,0.3872,South,1
2021-02-13,2021-02-16,Home,Furniture,1516.87,49,0.4209,West,0
2023-02-13,2023-02-20,Electronics,Headphones,2209.40,54,0.2216,South,0
2024-03-27,2024-03-29,Home,Kitchen,1851.58,18,0.4528,South,0
2021-04-26,2021-04-30,Books,Comics,874.71,16,0.0135,South,0
2025-11-13,2025-11-18,Clothing,Shirt,3710.22,11,0.4061,West,0
2025-03-29,2025-03-31,Home,Furniture,1377.72,100,0.0930,International,0
2020-10-04,2020-10-12,Clothing,Dress,135.13,75,0.2587,South,0
2024-01-26,2024-02-01,Books,Textbook,3397.93,23,0.4390,West,0
2023-07-28,2023-07-29,Sports,Team Sports,2862.84,97,0.3504,South,0
2025-11-13,2025-11-17,Sports,Water Sports,3776.98,30,0.4730,International,0
2020-07-10,2020-07-19,Toys,Action Figures,3505.27,6,0.2786,East,0
2023-02-14,2023-02-21,Electronics,Phone,4541.89,38,0.4377,South,0
2023-04-16,2023-04-20,Books,Fiction,842.02,3,0.2156,South,0
2021-06-13,,Clothing,Jacket,2368.21,999,0.2761,North,0
2023-01-03,2023-01-06,Books,Textbook,647.64,52,0.1024,East,0
2023-08-04,2023-08-07,Toys,Action Figures,1135.25,35,0.3846,West,0
2024-05-24,2024-05-26,Electronics,Camera,3244.47,86,0.3352,North,0
